Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-01 09:15:00,1650.1500244140625,1653.75,1645.050048828125,1647.0999755859375,1647.0999755859375,1909
2023-12-01 09:30:00,1647.6500244140625,1649.050048828125,1643.1500244140625,1644.0,1644.0,1951
2023-12-01 09:45:00,1645.0,1647.699951171875,1645.0,1647.0999755859375,1647.0999755859375,3734
2023-12-01 10:00:00,1647.0999755859375,1649.0,1647.0999755859375,1647.5,1647.5,2863
2023-12-01 10:15:00,1647.800048828125,1649.449951171875,1646.3499755859375,1649.0,1649.0,4275
2023-12-01 10:30:00,1650.3499755859375,1659.0,1649.449951171875,1656.300048828125,1656.300048828125,14263
2023-12-01 10:45:00,1656.25,1656.300048828125,1653.449951171875,1655.0,1655.0,1758
2023-12-01 11:00:00,1655.0,1655.0,1653.5,1653.8499755859375,1653.8499755859375,1070
2023-12-01 11:15:00,1653.949951171875,1658.699951171875,1653.949951171875,1657.5,1657.5,3771
2023-12-01 11:30:00,1657.449951171875,1661.949951171875,1656.5,1659.5,1659.5,6012
2023-12-01 11:45:00,1658.449951171875,1662.5,1658.449951171875,1662.5,1662.5,5442
2023-12-01 12:00:00,1662.5,1662.699951171875,1660.800048828125,1662.5,1662.5,3832
2023-12-01 12:15:00,1662.5,1665.0,1662.1500244140625,1664.699951171875,1664.699951171875,5861
2023-12-01 12:30:00,1664.699951171875,1664.949951171875,1662.949951171875,1664.0,1664.0,2645
2023-12-01 12:45:00,1664.199951171875,1664.199951171875,1658.0,1658.5,1658.5,3918
2023-12-01 13:00:00,1658.5,1659.5,1655.800048828125,1656.8499755859375,1656.8499755859375,2751
2023-12-01 13:15:00,1656.5,1659.0999755859375,1656.5,1658.449951171875,1658.449951171875,3343
2023-12-01 13:30:00,1658.6500244140625,1660.0,1656.8499755859375,1658.5999755859375,1658.5999755859375,3808
2023-12-01 13:45:00,1658.5999755859375,1658.5999755859375,1654.949951171875,1655.949951171875,1655.949951171875,2902
2023-12-01 14:00:00,1656.1500244140625,1670.449951171875,1656.1500244140625,1668.550048828125,1668.550048828125,26510
2023-12-01 14:15:00,1669.5,1679.4000244140625,1662.0,1666.699951171875,1666.699951171875,46109
2023-12-01 14:30:00,1667.699951171875,1670.800048828125,1665.0,1669.300048828125,1669.300048828125,7638
2023-12-01 14:45:00,1669.300048828125,1675.0,1666.800048828125,1673.5,1673.5,15943
2023-12-01 15:00:00,1674.0,1674.449951171875,1671.199951171875,1672.5,1672.5,10883
2023-12-01 15:15:00,1671.300048828125,1674.199951171875,1667.699951171875,1667.699951171875,1667.699951171875,11031
2023-12-04 09:15:00,1675.0,1685.0,1673.0999755859375,1678.0,1678.0,6231
2023-12-04 09:30:00,1676.75,1682.5,1676.75,1680.0,1680.0,17290
2023-12-04 09:45:00,1680.1500244140625,1681.699951171875,1680.0,1680.6500244140625,1680.6500244140625,4874
