Time,Symbol,Close,EMA,VWAP
11:29:45,HINDUNILVR,2613.55,2610.886374,2610.031503
11:50:07,TECHM,1263.7,1262.159896,1261.837076
11:59:51,INDUSINDBK,1642.4,1639.716317,1638.828228
12:00:03,SUNPHARMA,1293.85,1293.184023,1293.13403
12:09:51,LT,3482.8,3476.568073,3474.60083
12:14:38,BPCL,456.4,456.0589576,456.0293473
12:19:42,COALINDIA,386.75,386.2113583,386.2058219
12:19:52,KOTAKBANK,1855.2,1854.233445,1854.102381
12:20:02,SUNPHARMA,1293.95,1293.445198,1293.149036
